Date,spend_acf,spend_aer,spend_all,spend_apg,spend_grf,spend_hcs,spend_tws,spend_all_inchigh,spend_all_inclow,spend_all_incmiddle
2020-04-27,-0.534,-0.708,-0.0726,-0.0991,0.085,-0.34,-0.588,-0.147,-0.007890000000000001,-0.0972
2020-04-27,-0.595,-0.863,-0.28800000000000003,-0.35,0.165,-0.623,-0.762,-0.34,-0.0814,-0.251
2020-04-27,-0.621,-0.8140000000000001,-0.255,-0.299,0.237,-0.5770000000000001,-0.762,-0.265,-0.247,-0.237
2020-04-27,-0.55,-0.684,-0.158,-0.146,0.281,-0.593,-0.7509999999999999,-0.249,-0.131,-0.153
2020-04-27,-0.63,-0.599,-0.221,-0.363,0.213,-0.5479999999999999,-0.708,-0.243,-0.204,-0.203
2020-04-27,-0.508,-0.797,-0.126,-0.0661,0.221,-0.342,-0.6940000000000001,-0.16899999999999998,-0.0797,-0.19
2020-04-27,-0.539,-0.71,-0.134,-0.22399999999999998,0.297,-0.7190000000000001,-0.6890000000000001,-0.20800000000000002,-0.11900000000000001,-0.10300000000000001
2020-04-27,-0.7070000000000001,-0.6559999999999999,-0.215,-0.402,0.147,-0.515,-0.6459999999999999,-0.655,-0.19899999999999998,-0.19699999999999998
2020-04-27,-0.479,-0.653,-0.145,-0.313,0.184,-0.436,-0.639,-0.175,-0.138,-0.13699999999999998
2020-04-27,-0.667,-0.772,-0.304,-0.405,0.3,-0.5670000000000001,-0.6829999999999999,-0.345,-0.252,-0.298
2020-04-27,-0.606,-0.7929999999999999,-0.13699999999999998,-0.295,0.3,-0.488,-0.657,-0.17600000000000002,-0.402,-0.0874
2020-04-27,-0.623,-0.674,-0.221,-0.354,0.345,-0.547,-0.731,-0.255,-0.19399999999999998,-0.16399999999999998
2020-04-27,-0.71,-0.845,-0.278,-0.33299999999999996,0.278,-0.601,-0.695,-0.221,-0.27899999999999997,-0.285
2020-04-27,-0.623,-0.902,-0.24100000000000002,-0.364,0.25,-0.609,-0.7490000000000001,-0.29100000000000004,-0.158,-0.2
2020-04-27,-0.6609999999999999,-0.7240000000000001,-0.273,-0.385,0.165,-0.588,-0.6809999999999999,-0.316,-0.24600000000000002,-0.263
2020-04-27,-0.42700000000000005,-0.5710000000000001,-0.0323,-0.16399999999999998,0.32799999999999996,-0.376,-0.5660000000000001,-0.0635,-0.0337,-0.0185
2020-04-27,-0.491,-0.784,-0.14800000000000002,-0.0785,0.24,-0.465,-0.742,-0.22899999999999998,-0.111,-0.156
2020-04-27,-0.429,-0.75,-0.11699999999999999,-0.14300000000000002,0.223,-0.428,-0.6679999999999999,-0.19899999999999998,-0.0999,-0.106
2020-04-27,-0.675,-0.8029999999999999,-0.272,-0.373,0.191,-0.542,-0.706,-0.289,-0.272,-0.267
2020-04-27,-0.605,-0.7390000000000001,-0.235,-0.33799999999999997,0.26,-0.606,-0.723,-0.284,-0.177,-0.218
2020-04-27,-0.642,-0.9259999999999999,-0.26899999999999996,-0.508,0.0066099999999999996,-0.557,-0.652,-0.3,-0.384,-0.22
2020-04-27,-0.515,-0.746,-0.158,-0.265,0.223,-0.48,-0.633,-0.223,-0.10400000000000001,-0.163
2020-04-27,-0.643,-0.807,-0.267,-0.319,0.0718,-0.5539999999999999,-0.677,-0.292,-0.387,-0.242
2020-04-27,-0.391,-0.77,-0.0606,-0.00707,0.33399999999999996,-0.364,-0.674,-0.188,0.00813,-0.111
2020-04-27,-0.526,-0.745,-0.19899999999999998,-0.373,0.165,-0.5479999999999999,-0.6679999999999999,-0.258,-0.142,-0.185
2020-04-27,-0.525,-0.789,-0.192,-0.39,0.293,-0.337,-0.596,-0.231,-0.23199999999999998,-0.159
2020-04-27,-0.564,-0.965,-0.14800000000000002,-0.28300000000000003,0.17800000000000002,-0.742,-0.615,0.00246,-0.35,-0.162
2020-04-27,-0.608,-0.745,-0.21899999999999997,-0.35100000000000003,0.209,-0.499,-0.698,-0.292,-0.0593,-0.2
2020-04-27,-0.677,-0.747,-0.27399999999999997,-0.401,0.152,-0.5529999999999999,-0.6890000000000001,-0.308,-0.281,-0.245
2020-04-27,-0.46,-0.828,-0.0767,0.0277,0.289,-0.384,-0.649,-0.214,-0.0688,-0.0657
2020-04-27,-0.618,-0.677,-0.201,-0.29100000000000004,0.19,-0.45899999999999996,-0.708,-0.249,-0.231,-0.185
2020-04-27,-0.493,-0.607,-0.127,-0.335,0.162,-0.415,-0.604,-0.24,0.0325,-0.113
2020-04-28,-0.521,-0.785,-0.168,-0.289,0.16899999999999998,-0.58,-0.634,-0.287,-0.114,-0.184
2020-04-28,-0.657,-1.2,-0.325,-0.424,0.00855,-0.474,-0.547,-0.322,-0.105,-0.255
2020-04-28,-0.648,-0.8290000000000001,-0.263,-0.48700000000000004,0.099,-0.55,-0.71,-0.31,-0.245,-0.24600000000000002
2020-04-28,-0.47700000000000004,-0.759,-0.0718,-0.17300000000000001,0.23399999999999999,-0.354,-0.674,-0.12,-0.0768,-0.0635
2020-04-28,-0.679,-0.7879999999999999,-0.326,-0.502,0.168,-0.5710000000000001,-0.7390000000000001,-0.341,-0.305,-0.301
2020-04-28,-0.636,-0.737,-0.289,-0.452,0.0921,-0.514,-0.7140000000000001,-0.318,-0.166,-0.285
2020-04-28,-0.677,-0.775,-0.324,-0.469,0.141,-0.767,-0.763,-0.324,-0.311,-0.32899999999999996
2020-04-28,-0.733,-0.557,-0.314,-0.428,0.159,-0.632,-0.847,-0.39,-0.22,-0.285
2020-04-28,-0.782,-0.996,-0.499,-0.578,-1.28e-05,-0.579,-0.8690000000000001,-0.494,-0.49700000000000005,-0.597
2020-04-28,-0.535,-0.7120000000000001,-0.19399999999999998,-0.364,0.132,-0.556,-0.6579999999999999,-0.272,-0.133,-0.198
2020-04-28,-0.5770000000000001,-0.7829999999999999,-0.23,-0.401,0.138,-0.575,-0.7020000000000001,-0.285,-0.14400000000000002,-0.23399999999999999
2020-04-28,-0.488,-1.04,-0.138,-0.314,0.24600000000000002,-0.433,-0.645,-0.162,-0.111,-0.114
2020-04-28,-0.51,-0.611,-0.138,-0.223,0.192,-0.451,-0.5720000000000001,-0.276,-0.0572,-0.145
2020-04-28,-0.59,-0.934,-0.24,-0.287,0.0909,-0.49200000000000005,-0.73,-0.325,-0.147,-0.22
2020-04-28,-0.514,-0.828,-0.17800000000000002,-0.322,0.138,-0.513,-0.753,-0.172,-0.105,-0.212
2020-04-28,-0.6729999999999999,-0.6859999999999999,-0.271,-0.375,0.0857,-0.49700000000000005,-0.769,-0.303,-0.19399999999999998,-0.276
2020-04-28,-0.486,-1.05,-0.18100000000000002,-0.21,0.0921,-0.344,-0.722,-0.18899999999999997,-0.217,-0.174
2020-04-28,-0.451,-0.743,-0.0176,-0.17300000000000001,0.233,-0.47600000000000003,-0.728,-0.22899999999999998,0.152,-0.102
2020-04-28,-0.562,-0.691,-0.182,-0.248,0.139,-0.653,-0.657,-0.21100000000000002,-0.17600000000000002,-0.188
2020-04-28,-0.545,-0.77,-0.128,-0.182,-0.0308,-0.45399999999999996,-0.611,-0.21,-0.0622,-0.153
2020-04-28,-0.611,-0.922,-0.298,-0.406,0.0935,-0.695,-0.782,-0.35100000000000003,-0.11900000000000001,-0.256
2020-04-28,-0.6459999999999999,-0.888,-0.292,-0.40399999999999997,0.11900000000000001,-0.7040000000000001,-0.748,-0.308,-0.245,-0.27
2020-04-28,-0.5670000000000001,-0.669,-0.165,-0.2,0.22399999999999998,-0.637,-0.746,-0.24600000000000002,-0.11,-0.166
2020-04-28,-0.648,-0.657,-0.247,-0.41100000000000003,0.111,-0.54,-0.711,-0.271,-0.222,-0.22699999999999998
2020-04-28,-0.491,-0.782,-0.184,-0.109,0.133,-0.292,-0.6859999999999999,-0.17800000000000002,-0.20199999999999999,-0.204
2020-04-28,-0.555,-0.81,-0.165,-0.266,0.215,-0.6579999999999999,-0.713,-0.242,-0.153,-0.146
2020-04-28,-0.7340000000000001,-0.601,-0.226,-0.414,0.0817,-0.513,-0.638,-0.7020000000000001,-0.209,-0.22399999999999998
2020-04-28,-0.515,-0.6829999999999999,-0.175,-0.35600000000000004,0.12,-0.466,-0.6459999999999999,-0.2,-0.156,-0.16899999999999998
2020-04-28,-0.6659999999999999,-0.813,-0.313,-0.467,0.252,-0.588,-0.6859999999999999,-0.365,-0.257,-0.302
2020-04-28,-0.616,-0.7879999999999999,-0.158,-0.341,0.18600000000000003,-0.49700000000000005,-0.645,-0.2,-0.44799999999999995,-0.109
2020-04-28,-0.628,-0.6659999999999999,-0.242,-0.409,0.205,-0.542,-0.738,-0.27399999999999997,-0.196,-0.193
2020-04-28,-0.718,-0.929,-0.293,-0.382,0.226,-0.574,-0.7340000000000001,-0.32799999999999996,-0.301,-0.29
2020-04-28,-0.638,-0.899,-0.261,-0.41200000000000003,0.14400000000000002,-0.639,-0.72,-0.315,-0.165,-0.22
2020-04-28,-0.659,-0.794,-0.27899999999999997,-0.429,0.111,-0.5920000000000001,-0.68,-0.313,-0.243,-0.27699999999999997
2020-04-28,-0.451,-0.603,-0.0712,-0.22,0.244,-0.418,-0.5710000000000001,-0.11,-0.0585,-0.0566
2020-04-28,-0.512,-0.7659999999999999,-0.174,-0.153,0.147,-0.535,-0.79,-0.276,-0.132,-0.179
2020-04-28,-0.455,-0.7070000000000001,-0.14300000000000002,-0.182,0.179,-0.424,-0.674,-0.225,-0.124,-0.13699999999999998
2020-04-28,-0.69,-0.7440000000000001,-0.281,-0.414,0.154,-0.37200000000000005,-0.705,-0.322,-0.287,-0.27
2020-04-28,-0.62,-0.738,-0.257,-0.396,0.145,-0.6,-0.703,-0.308,-0.166,-0.244
2020-04-28,-0.8079999999999999,-1.05,-0.322,-0.5489999999999999,-0.0967,-0.609,-0.789,-0.29,-0.431,-0.27699999999999997
2020-04-28,-0.523,-0.757,-0.17300000000000001,-0.299,0.149,-0.465,-0.635,-0.24,-0.11599999999999999,-0.179
2020-04-28,-0.6859999999999999,-0.925,-0.313,-0.39299999999999996,0.00201,-0.396,-0.7829999999999999,-0.312,-0.424,-0.28600000000000003
2020-04-28,-0.408,-0.755,-0.0855,-0.0729,0.26,-0.419,-0.6779999999999999,-0.218,-0.0159,-0.136
2020-04-28,-0.541,-0.769,-0.22399999999999998,-0.418,0.0781,-0.489,-0.6759999999999999,-0.27699999999999997,-0.171,-0.212
2020-04-28,-0.534,-0.784,-0.19699999999999998,-0.409,0.266,-0.32,-0.603,-0.24,-0.243,-0.162
2020-04-28,-0.5660000000000001,-1.06,-0.165,-0.29,0.0699,-0.755,-0.612,-0.0681,-0.267,-0.18100000000000002
2020-04-28,-0.606,-0.7559999999999999,-0.239,-0.406,0.142,-0.525,-0.715,-0.317,-0.0828,-0.20800000000000002
2020-04-28,-0.675,-0.853,-0.27699999999999997,-0.429,0.10099999999999999,-0.48700000000000004,-0.696,-0.308,-0.287,-0.247
2020-04-28,-0.48200000000000004,-0.7759999999999999,-0.10400000000000001,-0.0591,0.19,-0.39,-0.62,-0.27699999999999997,-0.0918,-0.102
2020-04-28,-0.65,-0.763,-0.237,-0.36700000000000005,0.11900000000000001,-0.36700000000000005,-0.721,-0.27,-0.26,-0.22699999999999998
2020-04-28,-0.49,-0.7709999999999999,-0.153,-0.376,0.0959,-0.469,-0.628,-0.292,0.0265,-0.135
2020-04-29,-0.526,-0.784,-0.16899999999999998,-0.303,0.16699999999999998,-0.583,-0.636,-0.27,-0.11800000000000001,-0.19
2020-04-29,-0.629,-1.15,-0.303,-0.39,-0.000585,-0.5429999999999999,-0.541,-0.304,-0.0496,-0.237
2020-04-29,-0.644,-0.7909999999999999,-0.259,-0.479,0.0887,-0.5770000000000001,-0.674,-0.295,-0.235,-0.251
2020-04-29,-0.467,-0.7759999999999999,-0.0311,-0.141,0.26,-0.358,-0.6709999999999999,-0.14800000000000002,-0.0353,-0.0217
2020-04-29,-0.6779999999999999,-0.779,-0.319,-0.491,0.182,-0.5720000000000001,-0.738,-0.335,-0.295,-0.294
2020-04-29,-0.64,-0.73,-0.27699999999999997,-0.429,0.109,-0.48700000000000004,-0.72,-0.302,-0.17300000000000001,-0.27399999999999997
2020-04-29,-0.664,-0.536,-0.32,-0.46299999999999997,0.13699999999999998,-0.773,-0.764,-0.312,-0.324,-0.33
2020-04-29,-0.705,-0.337,-0.308,-0.43799999999999994,0.151,-0.574,-0.737,-0.345,-0.278,-0.29600000000000004
2020-04-29,-0.7809999999999999,-0.8640000000000001,-0.504,-0.526,0.00162,-0.664,-0.932,-0.505,-0.519,-0.5720000000000001
2020-04-29,-0.532,-0.722,-0.184,-0.358,0.14,-0.555,-0.665,-0.261,-0.12,-0.19
2020-04-29,-0.574,-0.743,-0.223,-0.406,0.128,-0.59,-0.688,-0.28,-0.13699999999999998,-0.226
2020-04-29,-0.483,-1.0,-0.124,-0.309,0.237,-0.395,-0.631,-0.158,-0.0726,-0.0897
2020-04-29,-0.499,-0.529,-0.141,-0.225,0.16399999999999998,-0.396,-0.5660000000000001,-0.29,-0.0496,-0.15
2020-04-29,-0.5479999999999999,-0.885,-0.22399999999999998,-0.289,0.195,-0.532,-0.723,-0.316,-0.147,-0.192
2020-04-29,-0.54,-0.845,-0.16699999999999998,-0.312,0.16899999999999998,-0.53,-0.746,-0.168,-0.0952,-0.195
2020-04-29,-0.682,-0.711,-0.275,-0.37,0.10300000000000001,-0.573,-0.774,-0.308,-0.201,-0.281
2020-04-29,-0.484,-1.12,-0.171,-0.218,0.0944,-0.385,-0.706,-0.196,-0.209,-0.157
2020-04-29,-0.43,-0.772,-0.0413,-0.17800000000000002,0.203,-0.46299999999999997,-0.725,-0.22,0.10800000000000001,-0.109
2020-04-29,-0.539,-0.618,-0.172,-0.257,0.147,-0.637,-0.6509999999999999,-0.191,-0.16,-0.17800000000000002
2020-04-29,-0.527,-0.75,-0.11599999999999999,-0.192,-0.0571,-0.44,-0.612,-0.20800000000000002,-0.0557,-0.13699999999999998
2020-04-29,-0.609,-0.94,-0.27699999999999997,-0.413,0.11,-0.6779999999999999,-0.765,-0.32799999999999996,-0.114,-0.235
2020-04-29,-0.619,-0.892,-0.295,-0.402,0.113,-0.7709999999999999,-0.741,-0.311,-0.23800000000000002,-0.26899999999999996
2020-04-29,-0.5489999999999999,-0.634,-0.155,-0.2,0.21600000000000003,-0.669,-0.738,-0.22699999999999998,-0.109,-0.155
2020-04-29,-0.6509999999999999,-0.6609999999999999,-0.23600000000000002,-0.39899999999999997,0.14300000000000002,-0.513,-0.7190000000000001,-0.254,-0.207,-0.221
2020-04-29,-0.48700000000000004,-0.8,-0.16899999999999998,-0.11800000000000001,0.155,-0.319,-0.706,-0.0774,-0.184,-0.21899999999999997
2020-04-29,-0.568,-0.867,-0.142,-0.29600000000000004,0.23600000000000002,-0.622,-0.718,-0.21100000000000002,-0.133,-0.12300000000000001
2020-04-29,-0.7509999999999999,-0.581,-0.21,-0.311,0.096,-0.486,-0.64,-0.69,-0.205,-0.235
2020-04-29,-0.521,-0.645,-0.172,-0.345,0.12300000000000001,-0.491,-0.644,-0.196,-0.16399999999999998,-0.166
2020-04-29,-0.644,-0.807,-0.285,-0.46299999999999997,0.273,-0.569,-0.6729999999999999,-0.325,-0.247,-0.276
2020-04-29,-0.604,-0.787,-0.151,-0.337,0.172,-0.47600000000000003,-0.625,-0.187,-0.609,-0.10400000000000001
2020-04-29,-0.628,-0.6409999999999999,-0.24600000000000002,-0.402,0.19399999999999998,-0.57,-0.738,-0.278,-0.203,-0.196
2020-04-29,-0.718,-0.9329999999999999,-0.265,-0.384,0.235,-0.574,-0.726,-0.284,-0.26899999999999996,-0.264
2020-04-29,-0.633,-0.8590000000000001,-0.261,-0.402,0.134,-0.611,-0.72,-0.316,-0.16699999999999998,-0.217
2020-04-29,-0.643,-0.775,-0.275,-0.433,0.114,-0.6,-0.696,-0.312,-0.239,-0.27399999999999997
2020-04-29,-0.446,-0.626,-0.053,-0.196,0.25,-0.423,-0.564,-0.0963,-0.0506,-0.0348
2020-04-29,-0.501,-0.7759999999999999,-0.162,-0.147,0.14,-0.564,-0.7709999999999999,-0.26899999999999996,-0.126,-0.163
2020-04-29,-0.462,-0.636,-0.134,-0.198,0.175,-0.354,-0.659,-0.207,-0.113,-0.128
2020-04-29,-0.6990000000000001,-0.728,-0.281,-0.4,0.138,-0.396,-0.684,-0.332,-0.263,-0.27
2020-04-29,-0.619,-0.7170000000000001,-0.251,-0.387,0.135,-0.601,-0.693,-0.303,-0.159,-0.24
2020-04-29,-0.847,-0.97,-0.35200000000000004,-0.564,-0.10099999999999999,-0.731,-0.853,-0.32899999999999996,-0.5,-0.287
2020-04-29,-0.521,-0.737,-0.166,-0.29,0.156,-0.466,-0.638,-0.244,-0.111,-0.171
2020-04-29,-0.667,-0.924,-0.29,-0.36200000000000004,0.0287,-0.529,-0.835,-0.303,-0.381,-0.264
2020-04-29,-0.401,-0.75,-0.0678,-0.0562,0.26899999999999996,-0.406,-0.672,-0.21600000000000003,0.00863,-0.124
2020-04-29,-0.531,-0.775,-0.213,-0.408,0.0921,-0.498,-0.674,-0.271,-0.159,-0.19699999999999998
2020-04-29,-0.518,-0.747,-0.179,-0.38799999999999996,0.26,-0.304,-0.608,-0.218,-0.221,-0.15
2020-04-29,-0.581,-1.06,-0.126,-0.248,0.0925,-0.736,-0.591,-0.0886,-0.11800000000000001,-0.14800000000000002
2020-04-29,-0.604,-0.716,-0.233,-0.39899999999999997,0.147,-0.55,-0.703,-0.32,-0.071,-0.196
2020-04-29,-0.6759999999999999,-0.8290000000000001,-0.282,-0.45799999999999996,0.0919,-0.48200000000000004,-0.696,-0.313,-0.28800000000000003,-0.252
2020-04-29,-0.483,-0.763,-0.0958,-0.049,0.196,-0.387,-0.613,-0.248,-0.0824,-0.0982
2020-04-29,-0.644,-0.754,-0.23800000000000002,-0.379,0.11800000000000001,-0.366,-0.735,-0.272,-0.255,-0.228
2020-04-29,-0.48200000000000004,-0.759,-0.154,-0.374,0.0924,-0.542,-0.608,-0.263,0.0263,-0.138
2020-04-30,-0.515,-0.759,-0.141,-0.145,0.20800000000000002,-0.583,-0.63,-0.23800000000000002,-0.0912,-0.163
2020-04-30,-0.6409999999999999,-1.1,-0.244,-0.321,0.0651,-0.5720000000000001,-0.633,-0.253,-0.0918,-0.163
2020-04-30,-0.613,-0.772,-0.20800000000000002,-0.326,0.135,-0.486,-0.644,-0.20800000000000002,-0.19899999999999998,-0.213
2020-04-30,-0.445,-0.772,-0.023,-0.113,0.267,-0.326,-0.6779999999999999,-0.22,-0.0225,-0.00569
2020-04-30,-0.6729999999999999,-0.7709999999999999,-0.307,-0.478,0.185,-0.575,-0.7340000000000001,-0.32299999999999995,-0.278,-0.282
2020-04-30,-0.635,-0.693,-0.257,-0.413,0.133,-0.46799999999999997,-0.722,-0.282,-0.159,-0.255
2020-04-30,-0.6920000000000001,-0.508,-0.27899999999999997,-0.397,0.273,-0.732,-0.764,-0.27699999999999997,-0.28600000000000003,-0.28
2020-04-30,-0.698,-0.389,-0.295,-0.326,0.207,-1.04,-0.693,-0.35600000000000004,-0.153,-0.281
2020-04-30,-0.821,-0.491,-0.444,-0.39299999999999996,0.0263,-0.51,-0.976,-0.452,-0.429,-0.479
2020-04-30,-0.52,-0.723,-0.158,-0.325,0.196,-0.42200000000000004,-0.654,-0.228,-0.0981,-0.16399999999999998
